"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2019-12-30","17.90",,"0.49","0.0","0.0","41","43","38","   50","   50","33.1","38.0","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2019-12-31","9.40",,"0.01","0.0","0.0","40","46","38","  290","  250","23.0","30.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-01","15.88",,"0.00","0.0","0.0","40","42","35","  290","  270","23.0","32.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-02","8.05",,"0.00","0.0","0.0","40","49","34","  230","  220","16.1","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-03","4.70",,"0.14","0.0","0.0","47","49","45","  230","  230","12.1","16.1","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-04","8.50",,"0.24","0.0","0.0","47","50","41","  320","  330","25.9","32.0","    1","    1",,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-05","20.13",,"0.00","0.0","0.0","40","41","36","  310","  320","36.9","49.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-06","12.75",,"0.02","0.7","1.2","37","44","32","  270","  270","25.1","33.1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-07","8.72",,"0.00","0.0","0.0","41","44","35","  260","  250","23.9","32.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-08","17.90",,"0.00","0.0","0.0","36","43","28","  320","  310","36.0","45.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-09","10.96",,"0.00","0.0","0.0","29","34","24","  310","  310","29.1","40.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-10","9.40",,"0.00","0.0","0.0","40","53","33","  220","  230","17.0","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-11","10.29",,"0.00","0.0","0.0","55","66","48","  190","  200","21.0","32.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-12","16.33",,"0.06","0.0","0.0","60","67","44","  260","  250","30.0","38.9","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-13","8.95",,"0.00","0.0","0.0","43","45","37","   40","   60","15.0","21.9","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-14","6.71",,"0.07","0.0","0.0","41","44","39","   60","   60","15.0","19.9","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-15","8.50",,"0.00","0.0","0.0","44","50","42","  330","  280","17.0","25.9","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-16","21.03",,"0.12","0.0","0.0","45","50","34","  320","  310","38.9","52.1","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-17","19.24",,"0.00","0.0","0.0","29","34","21","  320","  320","38.0","47.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-18","8.72",,"0.18","1.9","0.0","24","37","20","  220","  220","19.9","25.9","    1","    1",,"    1",,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-19","16.78",,"0.00","0.0","0.0","39","43","28","  320","  320","32.0","40.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-20","17.22",,"0.00","0.0","0.0","27","32","21","  320","  320","32.0","38.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-21","9.17",,"0.00","0.0","0.0","26","33","21","  330","  320","18.1","21.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-22","3.36",,"0.00","0.0","0.0","31","39","26","  190","  360","8.1","10.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-23","4.25",,"0.00","0.0","0.0","38","46","30","  190","  190","10.1","13.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-24","7.16",,"0.00","0.0","0.0","41","46","33","  100","   60","14.1","19.0",,,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-25","14.99",,"0.78","0.0","0.0","41","52","38","  130","  130","30.0","38.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-26","12.53",,"0.00","0.0","0.0","43","46","39","  270","  270","17.0","21.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-27","13.65",,"0.00","0.0","0.0","40","45","38","  300","  320","21.0","28.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-28","16.11",,"0.00","0.0","0.0","40","42","37","  300","  310","23.0","28.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-29","12.08",,"0.00","0.0","0.0","36","40","31","  320","  340","19.9","25.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-30","8.05",,"0.00","0.0","0.0","31","35","25","  360","   20","16.1","19.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-01-31","6.49",,"0.01","0.0","0.0","36","42","33","   50","   60","10.1","16.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-01","4.70",,"0.01","0.0","0.0","39","42","37","  310","   60","8.9","11.0","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-02","8.72",,"0.06","0.0","0.0","39","43","35","  270","  230","19.9","23.9","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-03","8.72",,"0.00","0.0","0.0","44","56","37","  290","  290","18.1","25.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-04","5.37",,"0.01","0.0","0.0","46","58","39","   50","   40","16.1","19.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-05","10.29",,"0.00","0.0","0.0","44","53","38","   10","   10","18.1","25.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-06","11.18",,"0.56","0.0","0.0","38","41","35","   40","   40","19.9","25.1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-07","18.12",,"0.29","0.0","0.0","40","58","33","  270","  250","38.9","52.1","    1","    1",,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-08","14.09",,"0.00","0.0","0.0","34","40","30","  290","  280","28.0","36.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-09","10.51",,"0.00","0.0","0.0","35","42","30","   40","   60","16.1","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-10","9.40",,"0.41","0.0","0.0","43","47","42","  220","  220","18.1","25.1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-11","8.72",,"0.26","0.0","0.0","44","48","42","  310","  320","21.0","25.9","    1","    1",,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-12","13.20",,"0.13","0.0","0.0","42","45","37","  320","  210","25.1","35.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-13","8.28",,"0.39","0.0","0.0","39","44","36","  300","  300","25.1","34.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-14","17.45",,"0.00","0.0","0.0","35","40","19","  320","  320","30.0","38.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-15","9.62",,"0.00","0.0","0.0","22","30","15","  170","  220","18.1","25.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-16","6.49",,"0.00","0.0","0.0","34","44","29","  210","  220","16.1","21.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-17","7.16",,"0.00","0.0","0.0","43","51","38","   60","   60","17.0","19.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-18","9.84",,"0.00","0.0","0.0","41","47","37","   40","  100","17.0","21.9","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-19","14.32",,"0.00","0.0","0.0","44","48","33","  320","  310","25.1","31.1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-20","13.42",,"0.00","0.0","0.0","33","35","27","  310","  320","21.0","25.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-21","10.07",,"0.00","0.0","0.0","28","36","21","  340","  340","21.9","25.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-22","10.07",,"0.00","0.0","0.0","38","50","32","  260","  260","18.1","25.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-23","7.83",,"0.00","0.0","0.0","47","56","36","  240","  230","17.0","21.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-24","7.16",,"0.00","0.0","0.0","49","61","41","  190","  180","15.0","18.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-25","6.71",,"0.13","0.0","0.0","49","51","44","   60","   60","12.1","18.1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-26","9.40",,"0.02","0.0","0.0","45","49","42","   90","   90","19.9","23.9","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-27","22.82",,"0.45","0.0","0.0","43","45","32","  270","  280","36.9","48.1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-28","18.57",,"0.00","0.0","0.0","35","42","30","  260","  250","30.0","38.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-02-29","16.33",,"0.00","0.0","0.0","34","36","27","  310","  290","30.0","35.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-01","13.42",,"0.00","0.0","0.0","32","44","26","  300","  310","23.9","30.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-02","10.29",,"0.00","0.0","0.0","45","56","38","  180","  190","18.1","25.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-03","9.62",,"0.29","0.0","0.0","53","59","49","  300","  300","32.0","38.9","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-04","18.34",,"0.00","0.0","0.0","51","57","46","  290","  260","33.1","47.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-05","12.97",,"0.00","0.0","0.0","46","52","40","  320","  320","25.1","32.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-06","12.53",,"0.14","0.0","0.0","42","45","38","   50","   50","23.9","29.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-07","14.54",,"0.00","0.0","0.0","41","47","36","  340","  360","28.0","36.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-08","10.07",,"0.00","0.0","0.0","45","60","37","  250","  240","18.1","23.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-09","11.18",,"0.00","0.0","0.0","58","72","46","  240","  230","19.9","25.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-10","13.20",,"0.00","0.0","0.0","61","67","55","  330","  250","25.9","36.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-11","8.50",,"0.00","0.0","0.0","53","56","44","  320","  310","25.9","32.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-12","9.17",,"0.02","0.0","0.0","46","50","41","   90","   50","15.0","21.9","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-13","16.11",,"0.27","0.0","0.0","53","70","43","  290","  290","32.0","42.1","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-14","14.32",,"0.00","0.0","0.0","51","55","44","  310","  290","33.1","42.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-15","9.40",,"0.00","0.0","0.0","47","54","41","  350","  350","18.1","21.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-16","13.87",,"0.00","0.0","0.0","40","43","33","   60","   50","21.0","25.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-17","8.72",,"0.15","0.0","0.0","45","55","42","  320","  310","19.9","25.1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-18","9.62",,"0.00","0.0","0.0","49","53","44","  190","  170","17.0","21.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-19","9.62",,"1.02","0.0","0.0","46","52","42","   40","   50","23.9","28.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-20","10.96",,"0.00","0.0","0.0","55","78","47","  270","  270","25.1","36.0","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-21","13.20",,"0.00","0.0","0.0","54","65","41","  330","  320","25.1","33.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-22","13.42",,"0.00","0.0","0.0","40","44","34","   50","   50","21.0","25.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-23","14.54",,"1.44","0.0","0.0","39","42","37","  100","   30","21.0","27.1","    1",,,"    1",,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-24","10.29",,"0.00","0.0","0.0","43","54","37","  350","   20","19.9","23.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-25","15.66",,"0.01","0.0","0.0","44","45","41","   50","   50","25.9","33.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-26","8.50",,"0.00","0.0","0.0","46","59","39","  190","  170","19.9","25.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-27","6.26",,"0.00","0.0","0.0","56","68","50","   20","   30","16.1","21.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-28","11.18",,"0.42","0.0","0.0","49","51","45","   50","   60","23.0","28.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-29","18.34",,"0.01","0.0","0.0","45","48","45","   50","   50","25.9","32.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-30","7.61",,"0.07","0.0","0.0","46","50","42","   70","   70","15.0","21.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-03-31","9.17",,"0.07","0.0","0.0","45","49","41","   60","   70","16.1","19.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-01","12.53",,"0.00","0.0","0.0","45","55","38","   40","  360","21.9","28.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-02","19.69",,"0.00","0.0","0.0","49","58","40","  330","  320","32.0","42.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-03","18.57",,"0.08","0.0","0.0","50","52","46","  330","  320","28.0","38.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-04","8.95",,"0.00","0.0","0.0","52","60","46","   50","   50","17.0","21.9","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-05","6.26",,"0.00","0.0","0.0","52","64","47","  170","  180","15.0","19.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-06","8.95",,"0.06","0.0","0.0","55","66","48","  310","  300","17.0","25.1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-07","8.95",,"0.00","0.0","0.0","58","66","53","  170","  170","21.9","27.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-08","6.93",,"0.23","0.0","0.0","55","63","49","  180","  180","18.1","21.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-09","14.76",,"0.26","0.0","0.0","52","58","44","  300","  310","44.1","57.0","    1",,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-10","21.92",,"0.01","0.0","0.0","45","49","39","  290","  300","36.9","45.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-11","13.65",,"0.00","0.0","0.0","46","56","40","  260","  270","23.9","33.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-12","10.51",,"0.00","0.0","0.0","53","62","43","  170","  160","21.9","28.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-13","19.01",,"1.72","0.0","0.0","57","69","53","  160","  190","40.0","50.1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-14","12.53",,"0.00","0.0","0.0","56","60","48","  310","  320","25.1","31.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-15","12.53",,"0.00","0.0","0.0","49","53","43","  310","  300","23.0","29.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-16","18.57",,"0.00","0.0","0.0","47","49","40","  300","  300","28.0","36.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-17","10.96",,"0.05","0.0","0.0","44","51","39","  220","  220","21.9","32.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-18","10.51",,"0.20","0.0","0.0","44","47","42","  340","  330","21.0","25.9","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-19","12.30",,"0.00","0.0","0.0","50","63","42","  220","  240","23.9","32.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-20","7.16",,"0.00","0.0","0.0","54","57","49","   50","   30","17.0","19.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-21","15.43",,"0.33","0.0","0.0","52","60","41","  290","  300","35.1","52.1",,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-22","18.12",,"0.00","0.0","0.0","44","51","38","  310","  310","31.1","38.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-23","7.83",,"0.13","0.0","0.0","45","50","41","  310","  310","18.1","23.9",,,,"    1",,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-24","12.08",,"0.48","0.0","0.0","47","50","43","   50","   50","23.9","29.1","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-25","5.82",,"0.00","0.0","0.0","52","64","43","  160","  170","18.1","23.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-26","15.88",,"0.07","0.0","0.0","49","50","43","   60","   60","33.1","40.9","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-27","14.32",,"0.00","0.0","0.0","45","49","40","   10","   10","23.9","29.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-28","8.95",,"0.00","0.0","0.0","51","66","43","  320","  320","17.0","21.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-29","12.53",,"0.01","0.0","0.0","51","57","46","  100","  120","21.9","28.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-04-30","18.79",,"0.87","0.0","0.0","55","63","49","  140","  150","32.0","52.1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-01","9.17",,"0.22","0.0","0.0","58","66","55","  320","  320","23.9","32.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-02","11.41",,"0.00","0.0","0.0","62","73","53","  320","  340","21.0","28.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-03","9.84",,"0.03","0.0","0.0","67","81","55","  290","  280","17.0","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-04","15.21",,"0.00","0.0","0.0","67","72","51","  330","  320","32.0","42.9",,,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-05","10.51",,"0.00","0.0","0.0","54","64","47","  300","  300","21.0","29.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-06","10.07",,"0.03","0.0","0.0","52","52","47","   40","   50","21.0","25.1",,,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-07","10.74",,"0.00","0.0","0.0","55","67","49","  290","  290","25.9","33.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-08","8.95",,"0.38","0.0","0.0","53","58","38","  320","  320","33.1","40.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-09","21.47",,"0.03","0.0","0.0","42","49","36","  300","  290","33.1","46.1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-10","15.66",,"0.00","0.0","0.0","50","65","41","  260","  240","25.1","34.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-11","12.75",,"0.10","0.0","0.0","56","61","46","  270","  270","38.0","50.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-12","17.22",,"0.00","0.0","0.0","51","60","45","  310","  320","29.1","36.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-13","10.29",,"0.00","0.0","0.0","52","64","43","  310","  260","19.9","25.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-14","8.95",,"0.00","0.0","0.0","57","65","48","  180","  180","19.9","25.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-15","11.41",,"0.04","0.0","0.0","70","86","58","  230","  220","23.0","30.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-16","10.74",,"0.00","0.0","0.0","72","77","59","  140","  260","19.9","27.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-17","9.40",,"0.00","0.0","0.0","61","68","55","  190","  180","16.1","21.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-18","10.51",,"0.00","0.0","0.0","59","67","55","   40","   50","17.0","21.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-19","16.55",,"0.00","0.0","0.0","60","69","54","   70","   70","28.0","36.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-20","12.53",,"0.00","0.0","0.0","57","65","50","   50","   40","21.9","25.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-21","7.16",,"0.00","0.0","0.0","56","67","48","  190","  190","17.0","19.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2020-05-22","7.16",,"0.01","0.0","0.0","64","77","56","  170","  190","18.1","25.1","    1",,,,,,,
